id,start.x,start.y,end.x,end.y
0,413,419,609,609
1,357,324,287,287
2,279,368,443,443
3,538,393,499,499
4,379,301,576,576
5,584,288,582,582
6,497,473,490,490
7,319,507,126,126
8,255,466,287,287
9,419,597,585,585
