id,start.x,start.y,end.x,end.y
0,564,353,679,679
1,413,572,433,433
2,473,583,505,505
3,286,210,94,94
4,319,420,504,504
5,564,523,369,369
6,552,529,662,662
7,252,229,371,371
8,282,297,321,321
9,554,273,411,411
